Name,Gender,Count,Year
Nicholas,M,25300,1988
Jonathan,M,24348,1988
William,M,24125,1988
Brandon,M,23744,1988
Anthony,M,23643,1988
Eric,M,20174,1988
Kevin,M,20170,1988
Kyle,M,19896,1988
Brian,M,19529,1988
Thomas,M,18808,1988
Steven,M,17864,1988
Timothy,M,16808,1988
Jessica,F,47887,1989
Ashley,F,47588,1989
Brittany,F,37791,1989
Amanda,F,36834,1989
Sarah,F,27796,1989
Samantha,F,24792,1989
Jennifer,F,24004,1989
Stephanie,F,22766,1989
Lauren,F,21065,1989
Elizabeth,F,20298,1989
Megan,F,19780,1989
Nicole,F,19034,1989
Emily,F,17324,1989
Amber,F,16760,1989
Heather,F,16248,1989
Tiffany,F,15716,1989
Danielle,F,15366,1989
Rachel,F,15357,1989
Melissa,F,15204,1989
Kayla,F,14904,1989
Courtney,F,13452,1989
Michelle,F,13376,1989
Christina,F,13140,1989
Rebecca,F,12435,1989
Laura,F,11742,1989
Michael,M,65409,1989
Christopher,M,53184,1989
Matthew,M,45374,1989
Joshua,M,44099,1989
David,M,35223,1989
Daniel,M,35009,1989
Andrew,M,34818,1989
Justin,M,32852,1989
James,M,32720,1989
Robert,M,30073,1989
Joseph,M,29882,1989
John,M,29853,1989
Ryan,M,28407,1989
Nicholas,M,28231,1989
William,M,24674,1989
Anthony,M,24423,1989
Jonathan,M,23607,1989
Brandon,M,23310,1989
Kevin,M,21209,1989
Kyle,M,20879,1989
Eric,M,18978,1989
Steven,M,18929,1989
Thomas,M,18436,1989
Brian,M,18108,1989
Zachary,M,18078,1989
Jessica,F,46486,1990
Ashley,F,45560,1990
Brittany,F,36537,1990
Amanda,F,34413,1990
Samantha,F,25868,1990
Sarah,F,25825,1990
Stephanie,F,24864,1990
Jennifer,F,22236,1990
Elizabeth,F,20749,1990
Lauren,F,20507,1990
Megan,F,20259,1990
Emily,F,19368,1990
Nicole,F,17953,1990
Kayla,F,17538,1990
Amber,F,15866,1990
Rachel,F,15710,1990
Courtney,F,15380,1990
Danielle,F,14339,1990
Heather,F,14220,1990
Melissa,F,14000,1990
Rebecca,F,13675,1990
Michelle,F,13424,1990
Tiffany,F,13162,1990
Chelsea,F,12784,1990
Christina,F,11928,1990
Michael,M,65318,1990
Christopher,M,52359,1990
Matthew,M,44822,1990
Joshua,M,43233,1990
Daniel,M,33831,1990
David,M,33747,1990
Andrew,M,33675,1990
James,M,32357,1990
Justin,M,30650,1990
Joseph,M,30134,1990
Ryan,M,29257,1990
John,M,29090,1990
Robert,M,28885,1990
Nicholas,M,27914,1990
Anthony,M,25087,1990
William,M,24909,1990
Jonathan,M,24077,1990
Kyle,M,22710,1990
Brandon,M,22162,1990
Jacob,M,22023,1990
Tyler,M,20643,1990
Zachary,M,20432,1990
Kevin,M,20412,1990
Eric,M,19429,1990
Steven,M,18763,1990
Ashley,F,43477,1991
Jessica,F,43395,1991
Brittany,F,29090,1991
Amanda,F,28896,1991
Samantha,F,25648,1991
Sarah,F,25231,1991
Stephanie,F,22775,1991
Jennifer,F,20673,1991
Elizabeth,F,20395,1991
Emily,F,20311,1991
Megan,F,19278,1991
Kayla,F,18545,1991
Lauren,F,18411,1991
Rachel,F,16343,1991
Nicole,F,16047,1991
Amber,F,14993,1991
Danielle,F,13618,1991
Chelsea,F,13509,1991
Courtney,F,13441,1991
Melissa,F,13348,1991
Rebecca,F,13300,1991
Michelle,F,12213,1991
Heather,F,11703,1991
Jasmine,F,11525,1991
Katherine,F,11495,1991
Michael,M,60807,1991
Christopher,M,47110,1991
Matthew,M,41647,1991
Joshua,M,41226,1991
Andrew,M,31541,1991
Daniel,M,30932,1991
James,M,30513,1991
David,M,30417,1991
Joseph,M,29839,1991
John,M,27809,1991
Ryan,M,27534,1991
Nicholas,M,27357,1991
Robert,M,26836,1991
Justin,M,26794,1991
Brandon,M,26022,1991
Tyler,M,25210,1991
Jacob,M,25197,1991
Anthony,M,24447,1991
William,M,23858,1991
Jonathan,M,22975,1991
Kyle,M,21610,1991
Zachary,M,21387,1991
Kevin,M,20261,1991
Cody,M,18980,1991
Eric,M,18051,1991
Ashley,F,38461,1992
Jessica,F,38361,1992
Amanda,F,25039,1992
Brittany,F,24983,1992
Sarah,F,24636,1992
Samantha,F,24409,1992
Emily,F,21834,1992
Stephanie,F,19679,1992
Elizabeth,F,19034,1992
Megan,F,17842,1992
Jennifer,F,17819,1992
Lauren,F,17216,1992
Kayla,F,16517,1992
Nicole,F,16325,1992
Chelsea,F,16177,1992
Rachel,F,15840,1992
Taylor,F,14952,1992
Danielle,F,14098,1992
Amber,F,13917,1992
Rebecca,F,13110,1992
Courtney,F,12604,1992
Victoria,F,11906,1992
Kelsey,F,11713,1992
Melissa,F,11710,1992
Michelle,F,11511,1992
Michael,M,54409,1992
Christopher,M,42473,1992
Matthew,M,37733,1992
Joshua,M,36220,1992
Andrew,M,30538,1992
Brandon,M,29627,1992
Daniel,M,29157,1992
Tyler,M,28804,1992
James,M,28509,1992
David,M,28425,1992
Joseph,M,27902,1992
Nicholas,M,27761,1992
Ryan,M,27018,1992
John,M,26255,1992
Jacob,M,25667,1992
Zachary,M,24800,1992
Robert,M,24095,1992
Justin,M,23621,1992
Anthony,M,23176,1992
William,M,23066,1992
Jonathan,M,21415,1992
Kyle,M,20714,1992
Alexander,M,20069,1992
Cody,M,19875,1992
Kevin,M,19646,1992
Jessica,F,34993,1993
Ashley,F,34849,1993
Sarah,F,24256,1993
Samantha,F,23668,1993
Emily,F,23596,1993
Brittany,F,21723,1993
Taylor,F,21271,1993
Amanda,F,20811,1993
Elizabeth,F,17559,1993
Stephanie,F,17187,1993
Megan,F,16385,1993
Lauren,F,16194,1993
Nicole,F,16183,1993
Rachel,F,15973,1993
Jennifer,F,15748,1993
Kayla,F,15452,1993
Amber,F,14065,1993
Danielle,F,12992,1993
Victoria,F,12926,1993
Courtney,F,12577,1993
Hannah,F,12509,1993
Rebecca,F,12321,1993
Jasmine,F,12062,1993
Kelsey,F,11379,1993
Chelsea,F,11287,1993
Michael,M,49568,1993
Christopher,M,38236,1993
Matthew,M,35780,1993
Joshua,M,33589,1993
Tyler,M,29799,1993
Brandon,M,28735,1993
Daniel,M,28694,1993
Nicholas,M,28115,1993
Jacob,M,27485,1993
Andrew,M,27322,1993
David,M,27039,1993
Joseph,M,27013,1993
Ryan,M,26729,1993
James,M,26255,1993
Zachary,M,25537,1993
John,M,24995,1993
Robert,M,22447,1993
William,M,22219,1993
Anthony,M,21789,1993
Justin,M,21541,1993
Alexander,M,20529,1993
Jonathan,M,19952,1993
Kyle,M,19455,1993
Cody,M,19151,1993
Kevin,M,19082,1993
Jessica,F,32122,1994
Ashley,F,30283,1994
Emily,F,24153,1994
Samantha,F,22824,1994
Sarah,F,22298,1994
Taylor,F,20734,1994
Brittany,F,18900,1994
Amanda,F,18718,1994
Elizabeth,F,16786,1994
Megan,F,16580,1994
Nicole,F,16011,1994
Kayla,F,15885,1994
Rachel,F,15492,1994
Lauren,F,15158,1994
Stephanie,F,14750,1994
Hannah,F,14495,1994
Jennifer,F,14001,1994
Alexis,F,13039,1994
Victoria,F,12694,1994
Danielle,F,12454,1994
Amber,F,12343,1994
Courtney,F,12019,1994
Jasmine,F,11713,1994
Rebecca,F,11283,1994
Morgan,F,10655,1994
Michael,M,44475,1994
Christopher,M,34806,1994
Matthew,M,33654,1994
Joshua,M,31375,1994
Tyler,M,30480,1994
Brandon,M,29490,1994
Jacob,M,29419,1994
Daniel,M,28062,1994
Nicholas,M,27767,1994
Andrew,M,26015,1994
Joseph,M,25732,1994
Zachary,M,25137,1994
David,M,24874,1994
James,M,24777,1994
John,M,24186,1994
Ryan,M,24066,1994
Austin,M,23192,1994
Anthony,M,21602,1994
William,M,21491,1994
Justin,M,20939,1994
Robert,M,20559,1994
Alexander,M,20098,1994
Jonathan,M,19068,1994
Kyle,M,18398,1994
Cody,M,17589,1994
Jessica,F,27939,1995
Ashley,F,26606,1995
Emily,F,24383,1995
Samantha,F,21645,1995
Sarah,F,21394,1995
Taylor,F,20426,1995
Hannah,F,17018,1995
Brittany,F,16477,1995
Amanda,F,16354,1995
Elizabeth,F,16192,1995
Kayla,F,16087,1995
Rachel,F,16047,1995
Megan,F,15530,1995
Alexis,F,14334,1995
Lauren,F,13444,1995
Stephanie,F,12977,1995
Courtney,F,12775,1995
Jennifer,F,12683,1995
Nicole,F,12277,1995
Victoria,F,12252,1995
Brianna,F,11881,1995
Amber,F,10965,1995
Morgan,F,10877,1995
Danielle,F,10653,1995
Jasmine,F,10279,1995
Michael,M,41410,1995
Matthew,M,32879,1995
Christopher,M,32677,1995
Jacob,M,31134,1995
Joshua,M,30720,1995
Nicholas,M,29161,1995
Tyler,M,29160,1995
Brandon,M,26904,1995
Daniel,M,26727,1995
Austin,M,25907,1995
Andrew,M,25858,1995
Joseph,M,25352,1995
John,M,23244,1995
Zachary,M,23129,1995
Ryan,M,23087,1995
David,M,23046,1995
James,M,22736,1995
Justin,M,21580,1995
Anthony,M,20482,1995
William,M,20160,1995
Alexander,M,19454,1995
Robert,M,18586,1995
Jonathan,M,18155,1995
Kyle,M,16761,1995
Kevin,M,15858,1995
Emily,F,25150,1996
Jessica,F,24200,1996
Ashley,F,23678,1996
Sarah,F,21044,1996
Samantha,F,20551,1996
Taylor,F,19153,1996
Hannah,F,18596,1996
Alexis,F,16592,1996
Rachel,F,16120,1996
Elizabeth,F,16004,1996
Kayla,F,15269,1996
Megan,F,14770,1996
Amanda,F,13980,1996
Brittany,F,13797,1996
Madison,F,13410,1996
Lauren,F,12594,1996
Brianna,F,11925,1996
Victoria,F,11859,1996
Jennifer,F,11729,1996
Stephanie,F,11644,1996
Courtney,F,11344,1996
Nicole,F,11134,1996
Alyssa,F,11024,1996
Rebecca,F,10626,1996
Morgan,F,10295,1996
Michael,M,38373,1996
Matthew,M,32077,1996
Jacob,M,31924,1996
Christopher,M,30902,1996
Joshua,M,29174,1996
Nicholas,M,27722,1996
Tyler,M,26955,1996
Brandon,M,25847,1996
Austin,M,25663,1996
Andrew,M,25244,1996
Daniel,M,25125,1996
Joseph,M,24758,1996
David,M,23024,1996
Zachary,M,22368,1996
John,M,22186,1996
Ryan,M,21810,1996
James,M,21164,1996
William,M,20544,1996
Anthony,M,20507,1996
Justin,M,20011,1996
Jonathan,M,18602,1996
Alexander,M,17964,1996
Robert,M,17676,1996
Christian,M,15823,1996
Kyle,M,15600,1996
Emily,F,25735,1997
Jessica,F,21045,1997
Ashley,F,20896,1997
Sarah,F,20716,1997
Hannah,F,20596,1997
Samantha,F,20170,1997
Taylor,F,19504,1997
Alexis,F,17171,1997
Elizabeth,F,15428,1997
Madison,F,15189,1997
Megan,F,14244,1997
Kayla,F,13885,1997
Rachel,F,13798,1997
Lauren,F,13248,1997
Alyssa,F,12649,1997
Amanda,F,12243,1997
Brianna,F,12007,1997
Jennifer,F,11840,1997
Victoria,F,11793,1997
Brittany,F,11529,1997
Nicole,F,10744,1997
Morgan,F,10342,1997
Stephanie,F,9778,1997
Jasmine,F,9680,1997
Rebecca,F,9632,1997
Michael,M,37557,1997
Jacob,M,34163,1997
Matthew,M,31518,1997
Christopher,M,29106,1997
Joshua,M,28288,1997
Nicholas,M,27257,1997
Andrew,M,25208,1997
Brandon,M,25196,1997
Austin,M,25118,1997
Tyler,M,24878,1997
Daniel,M,23950,1997
Joseph,M,23603,1997
Zachary,M,21928,1997
David,M,21896,1997
John,M,21386,1997
Ryan,M,20528,1997
James,M,20407,1997
Anthony,M,20033,1997
William,M,20020,1997
Justin,M,18744,1997
Jonathan,M,18541,1997
Alexander,M,17112,1997
Robert,M,16303,1997
Kyle,M,15920,1997
Christian,M,15059,1997
Emily,F,26188,1998
Hannah,F,21375,1998
Samantha,F,20194,1998
Sarah,F,19896,1998
Ashley,F,19874,1998
Alexis,F,19778,1998
Taylor,F,18576,1998
Jessica,F,18238,1998
Madison,F,17787,1998
Elizabeth,F,15193,1998
Alyssa,F,13709,1998
Kayla,F,13422,1998
Megan,F,13256,1998
Lauren,F,12907,1998
Rachel,F,12210,1998
Victoria,F,12148,1998
Brianna,F,12047,1998
Abigail,F,11100,1998
Amanda,F,10928,1998
Jennifer,F,10692,1998
Olivia,F,10610,1998
Emma,F,10449,1998
Morgan,F,10217,1998
Nicole,F,9911,1998
Brittany,F,9844,1998
Michael,M,36619,1998
Jacob,M,36027,1998
Matthew,M,31145,1998
Joshua,M,28095,1998
Christopher,M,27007,1998
Nicholas,M,26633,1998
Brandon,M,23830,1998
Tyler,M,23712,1998
Andrew,M,23662,1998
Austin,M,23477,1998
Joseph,M,23186,1998
Daniel,M,23162,1998
David,M,20892,1998
William,M,20835,1998
John,M,20631,1998
Zachary,M,20580,1998
Ryan,M,20198,1998
James,M,19689,1998
Anthony,M,19634,1998
Justin,M,17971,1998
Jonathan,M,17649,1998
Alexander,M,17466,1998
Robert,M,15527,1998
Kyle,M,15276,1998
Dylan,M,14540,1998
Emily,F,26542,1999
Hannah,F,21679,1999
Alexis,F,19237,1999
Sarah,F,19117,1999
Samantha,F,19043,1999
Ashley,F,18136,1999
Madison,F,18054,1999
Taylor,F,16906,1999
Jessica,F,16350,1999
Elizabeth,F,15350,1999
Alyssa,F,14036,1999
Lauren,F,13911,1999
Kayla,F,13292,1999
Brianna,F,12417,1999
Megan,F,12229,1999
Victoria,F,11874,1999
Emma,F,11750,1999
Abigail,F,11686,1999
Rachel,F,11631,1999
Olivia,F,11257,1999
Jennifer,F,10615,1999
Amanda,F,9749,1999
Sydney,F,9649,1999
Morgan,F,9607,1999
Nicole,F,9515,1999
Jacob,M,35371,1999
Michael,M,33915,1999
Matthew,M,30418,1999
Joshua,M,27264,1999
Nicholas,M,25639,1999
Christopher,M,25604,1999
Andrew,M,23866,1999
Joseph,M,23219,1999
Daniel,M,22705,1999
Tyler,M,22667,1999
Brandon,M,21602,1999
Ryan,M,21013,1999
Austin,M,20767,1999
William,M,20716,1999
John,M,20365,1999
David,M,20352,1999
Zachary,M,19982,1999
Anthony,M,19472,1999
James,M,18555,1999
Justin,M,18277,1999
Alexander,M,17420,1999
Jonathan,M,17066,1999
Dylan,M,15981,1999
Noah,M,14931,1999
Christian,M,14782,1999
Emily,F,25959,2000
Hannah,F,23087,2000
Madison,F,19968,2000
Ashley,F,18000,2000
Sarah,F,17715,2000
Alexis,F,17631,2000
Samantha,F,17264,2000
Jessica,F,15711,2000
Elizabeth,F,15117,2000
Taylor,F,15080,2000
Lauren,F,14176,2000
Alyssa,F,13553,2000
Kayla,F,13313,2000
Abigail,F,13094,2000
Brianna,F,12880,2000
Olivia,F,12855,2000
Emma,F,12560,2000
Megan,F,11436,2000
Grace,F,11284,2000
Victoria,F,10926,2000
Rachel,F,10687,2000
Anna,F,10613,2000
Sydney,F,10243,2000
Destiny,F,9850,2000
Morgan,F,9502,2000
Jacob,M,34491,2000
Michael,M,32043,2000
Matthew,M,28580,2000
Joshua,M,27542,2000
Christopher,M,24937,2000
Nicholas,M,24654,2000
Andrew,M,23657,2000
Joseph,M,22843,2000
Daniel,M,22337,2000
Tyler,M,21506,2000
William,M,20669,2000
Brandon,M,20337,2000
Ryan,M,20269,2000
John,M,20113,2000
Zachary,M,19852,2000
David,M,19787,2000
Anthony,M,19655,2000
James,M,17991,2000
Justin,M,17783,2000
Alexander,M,17290,2000
Jonathan,M,16888,2000
Christian,M,16057,2000
Austin,M,15946,2000
Dylan,M,15405,2000
Ethan,M,15225,2000
Emily,F,25059,2001
Madison,F,22166,2001
Hannah,F,20723,2001
Ashley,F,16531,2001
Alexis,F,16404,2001
Sarah,F,15927,2001
Samantha,F,15867,2001
Abigail,F,14807,2001
Elizabeth,F,14792,2001
Olivia,F,13977,2001
Jessica,F,13925,2001
Taylor,F,13693,2001
Emma,F,13326,2001
Alyssa,F,13272,2001
Lauren,F,12782,2001
Grace,F,12089,2001
Kayla,F,11892,2001
Brianna,F,11776,2001
Anna,F,10592,2001
Megan,F,10300,2001
Victoria,F,10179,2001
Destiny,F,9752,2001
Sydney,F,9639,2001
Rachel,F,9555,2001
Jasmine,F,8958,2001
Jacob,M,32573,2001
Michael,M,29689,2001
Matthew,M,26812,2001
Joshua,M,26024,2001
Christopher,M,23132,2001
Nicholas,M,22848,2001
Andrew,M,22422,2001
Joseph,M,22030,2001
Daniel,M,21013,2001
William,M,20110,2001
Anthony,M,19737,2001
David,M,19362,2001
Tyler,M,19275,2001
John,M,18903,2001
Ryan,M,18289,2001
Zachary,M,18185,2001
Ethan,M,17962,2001
Brandon,M,17892,2001
James,M,17073,2001
Alexander,M,16719,2001
Dylan,M,16497,2001
Justin,M,16231,2001
Jonathan,M,16146,2001
Christian,M,15457,2001
Austin,M,14954,2001
Emily,F,24469,2002
Madison,F,21773,2002
Hannah,F,18827,2002
Emma,F,16557,2002
Alexis,F,15636,2002
Ashley,F,15344,2002
Abigail,F,15302,2002
Sarah,F,14778,2002
Samantha,F,14671,2002
Olivia,F,14630,2002
Elizabeth,F,14620,2002
Alyssa,F,12847,2002
Lauren,F,12326,2002
Isabella,F,12171,2002
Grace,F,12056,2002
Jessica,F,11921,2002
Brianna,F,11524,2002
Taylor,F,11468,2002
Kayla,F,11310,2002
Anna,F,10394,2002
Victoria,F,9785,2002
Megan,F,9210,2002
Sydney,F,9034,2002
Rachel,F,8943,2002
Chloe,F,8902,2002
Jacob,M,30586,2002
Michael,M,28258,2002
Joshua,M,25997,2002
Matthew,M,25154,2002
Ethan,M,22112,2002
Andrew,M,22036,2002
Joseph,M,21918,2002
Christopher,M,21689,2002
Nicholas,M,21390,2002
Daniel,M,21350,2002
William,M,20136,2002
Anthony,M,19590,2002
David,M,18704,2002
Tyler,M,18266,2002
Alexander,M,17718,2002
Ryan,M,17658,2002
John,M,17476,2002
James,M,16968,2002
Zachary,M,16622,2002
Brandon,M,16281,2002
Jonathan,M,15514,2002
Justin,M,14906,2002
Dylan,M,14821,2002
Christian,M,14596,2002
Samuel,M,14579,2002
Emily,F,25693,2003
Emma,F,22719,2003
Madison,F,20201,2003
Hannah,F,17638,2003
Olivia,F,16154,2003
Abigail,F,15932,2003
Alexis,F,14867,2003
Ashley,F,14519,2003
Elizabeth,F,14122,2003
Samantha,F,13869,2003
Sarah,F,13785,2003
Isabella,F,13781,2003
Grace,F,12781,2003
Alyssa,F,12750,2003
Lauren,F,11051,2003
Kayla,F,10957,2003
Brianna,F,10584,2003
Jessica,F,10454,2003
Taylor,F,10314,2003
Sophia,F,9686,2003
Anna,F,9463,2003
Victoria,F,9251,2003
Natalie,F,9151,2003
Chloe,F,9082,2003
Sydney,F,8911,2003
Jacob,M,29658,2003
Michael,M,27129,2003
Joshua,M,25103,2003
Matthew,M,24010,2003
Andrew,M,22162,2003
Joseph,M,21392,2003
Ethan,M,21361,2003
Daniel,M,21069,2003
Christopher,M,20753,2003
Anthony,M,20149,2003
William,M,19999,2003
Nicholas,M,19696,2003
Ryan,M,19578,2003
David,M,18640,2003
Tyler,M,18185,2003
Alexander,M,17714,2003
John,M,17249,2003
James,M,16895,2003
Dylan,M,15703,2003
Zachary,M,15540,2003
Brandon,M,15245,2003
Jonathan,M,14993,2003
Samuel,M,14687,2003
Benjamin,M,14086,2003
Christian,M,13908,2003
Emily,F,25041,2004
Emma,F,21620,2004
Madison,F,20628,2004
Olivia,F,16108,2004
Hannah,F,15613,2004
Abigail,F,15435,2004
Isabella,F,15021,2004
Ashley,F,14377,2004
Samantha,F,13787,2004
Elizabeth,F,13574,2004
Alexis,F,13477,2004
Sarah,F,12754,2004
Grace,F,12536,2004
Alyssa,F,12109,2004
Sophia,F,10919,2004
Lauren,F,9983,2004
Brianna,F,9804,2004
Kayla,F,9773,2004
Natalie,F,9689,2004
Anna,F,9529,2004
Jessica,F,9470,2004
Taylor,F,9303,2004
Chloe,F,8729,2004
Hailey,F,8685,2004
Ava,F,8645,2004
Jacob,M,27906,2004
Michael,M,25470,2004
Joshua,M,24213,2004
Matthew,M,22882,2004
Ethan,M,22210,2004
Andrew,M,21714,2004
Daniel,M,21012,2004
William,M,20235,2004
Joseph,M,20145,2004
Christopher,M,19636,2004
Anthony,M,19613,2004
Ryan,M,19497,2004
Nicholas,M,18519,2004
David,M,18407,2004
Alexander,M,17925,2004
Tyler,M,17450,2004
James,M,16469,2004
John,M,16467,2004
Dylan,M,14852,2004
Nathan,M,14633,2004
Jonathan,M,14375,2004
Brandon,M,14135,2004
Samuel,M,14128,2004
Christian,M,13925,2004
Benjamin,M,13829,2004
Emily,F,23950,2005
Emma,F,20359,2005
Madison,F,19578,2005
Abigail,F,15756,2005
Olivia,F,15699,2005
Isabella,F,15198,2005
Hannah,F,14853,2005
Samantha,F,13642,2005
Ava,F,13606,2005
Ashley,F,13275,2005
Elizabeth,F,12742,2005
Sophia,F,12678,2005
Alexis,F,11976,2005
Grace,F,11865,2005
Sarah,F,11552,2005
Alyssa,F,10891,2005
Mia,F,10845,2005
Natalie,F,10742,2005
Chloe,F,9598,2005
Brianna,F,9370,2005
Lauren,F,9248,2005
Anna,F,9110,2005
Ella,F,9071,2005
Taylor,F,8676,2005
Kayla,F,8620,2005
Jacob,M,25851,2005
Michael,M,23827,2005
Joshua,M,23261,2005
Matthew,M,21481,2005
Ethan,M,21318,2005
Andrew,M,20740,2005
Daniel,M,20234,2005
Anthony,M,19385,2005
Joseph,M,19235,2005
Christopher,M,19173,2005
William,M,19060,2005
David,M,18141,2005
Alexander,M,18128,2005
Ryan,M,17988,2005
Nicholas,M,17076,2005
Tyler,M,16988,2005
James,M,16140,2005
John,M,15791,2005
Jonathan,M,14442,2005
Nathan,M,14364,2005
Samuel,M,14269,2005
Christian,M,14209,2005
Noah,M,13905,2005
Dylan,M,13782,2005
Benjamin,M,13585,2005
Emily,F,21411,2006
Emma,F,19128,2006
Madison,F,18635,2006
Isabella,F,18231,2006
Ava,F,16941,2006
Abigail,F,15633,2006
Olivia,F,15507,2006
Hannah,F,14554,2006
Sophia,F,13503,2006
Samantha,F,12470,2006
Elizabeth,F,12440,2006
Ashley,F,12353,2006
Mia,F,12027,2006
Alexis,F,11239,2006
Sarah,F,11159,2006
Grace,F,10974,2006
Natalie,F,10950,2006
Chloe,F,10403,2006
Alyssa,F,10177,2006
Brianna,F,9370,2006
Ella,F,9211,2006
Anna,F,8611,2006
Taylor,F,8565,2006
Lauren,F,8498,2006
Hailey,F,8423,2006
Jacob,M,24867,2006
Michael,M,22651,2006
Joshua,M,22334,2006
Ethan,M,20522,2006
Matthew,M,20339,2006
Daniel,M,20079,2006
Andrew,M,19732,2006
Christopher,M,19688,2006
Anthony,M,19413,2006
William,M,18963,2006
Joseph,M,18467,2006
Alexander,M,18235,2006
David,M,17667,2006
Ryan,M,16432,2006
Noah,M,16340,2006
James,M,16254,2006
Nicholas,M,15674,2006
Tyler,M,15549,2006
John,M,15176,2006
Logan,M,15151,2006
Christian,M,14487,2006
Jonathan,M,14387,2006
Nathan,M,14278,2006
Benjamin,M,13765,2006
Samuel,M,13645,2006
Emily,F,19366,2007
Isabella,F,19143,2007
Emma,F,18388,2007
Ava,F,18053,2007
Madison,F,17968,2007
Sophia,F,17031,2007
Olivia,F,16588,2007
Abigail,F,15476,2007
Hannah,F,13322,2007
Elizabeth,F,13070,2007
Addison,F,11949,2007
Samantha,F,11883,2007
Ashley,F,11428,2007
Alyssa,F,11275,2007
Mia,F,10921,2007
Chloe,F,10759,2007
Natalie,F,10443,2007
Sarah,F,10010,2007
Alexis,F,9923,2007
Grace,F,9768,2007
Ella,F,9553,2007
Brianna,F,8855,2007
Hailey,F,8439,2007
Taylor,F,7965,2007
Anna,F,7900,2007
Jacob,M,24308,2007
Michael,M,22024,2007
Ethan,M,21039,2007
Joshua,M,20667,2007
Daniel,M,20264,2007
Christopher,M,20029,2007
Anthony,M,19637,2007
William,M,18894,2007
Matthew,M,18753,2007
Andrew,M,18460,2007
Alexander,M,18150,2007
David,M,17563,2007
Joseph,M,17361,2007
Noah,M,16603,2007
James,M,15973,2007
Ryan,M,15721,2007
Logan,M,15330,2007
Jayden,M,15252,2007
John,M,14440,2007
Nicholas,M,14362,2007
Tyler,M,14105,2007
Christian,M,14062,2007
Jonathan,M,13809,2007
Nathan,M,13604,2007
Samuel,M,13366,2007
Emma,F,18826,2008
Isabella,F,18628,2008
Emily,F,17445,2008
Olivia,F,17087,2008
Ava,F,17050,2008
Madison,F,17046,2008
Sophia,F,16090,2008
Abigail,F,15087,2008
Elizabeth,F,12025,2008
Chloe,F,11835,2008
Samantha,F,11190,2008
Addison,F,10767,2008
Natalie,F,10202,2008
Mia,F,10173,2008
Alexis,F,9734,2008
Alyssa,F,9652,2008
Hannah,F,9575,2008
Ashley,F,9408,2008
Ella,F,9362,2008
Sarah,F,9053,2008
Grace,F,9041,2008
Taylor,F,8344,2008
Brianna,F,8277,2008
Lily,F,8127,2008
Hailey,F,7871,2008
Jacob,M,22622,2008
Michael,M,20651,2008
Ethan,M,20221,2008
Joshua,M,19228,2008
Daniel,M,19030,2008
Alexander,M,18710,2008
Anthony,M,18413,2008
William,M,18403,2008
Christopher,M,17966,2008
Matthew,M,17602,2008
Jayden,M,17166,2008
Andrew,M,16778,2008
Joseph,M,16597,2008
David,M,16346,2008
Noah,M,15803,2008
Aiden,M,15590,2008
James,M,15188,2008
Ryan,M,14686,2008
Logan,M,13861,2008
John,M,13335,2008
Nathan,M,13262,2008
Elijah,M,13239,2008
Christian,M,13068,2008
Gabriel,M,13040,2008
Benjamin,M,12958,2008
Isabella,F,22319,2009
Emma,F,17910,2009
Olivia,F,17443,2009
Sophia,F,16951,2009
Ava,F,15877,2009
Emily,F,15362,2009
Madison,F,15254,2009
Abigail,F,14401,2009
Chloe,F,11918,2009
Mia,F,11437,2009
Elizabeth,F,11055,2009
Addison,F,10669,2009
Alexis,F,9944,2009
Samantha,F,9667,2009
Ella,F,9657,2009
Natalie,F,9420,2009
Grace,F,8321,2009
Lily,F,8101,2009
Alyssa,F,7979,2009
Ashley,F,7815,2009
Sarah,F,7791,2009
Taylor,F,7590,2009
Hannah,F,7583,2009
Brianna,F,7357,2009
Hailey,F,7324,2009
Jacob,M,21202,2009
Ethan,M,19855,2009
Michael,M,18960,2009
Alexander,M,18253,2009
William,M,17935,2009
Joshua,M,17668,2009
Daniel,M,17563,2009
Jayden,M,17313,2009
Noah,M,17261,2009
Christopher,M,16367,2009
Anthony,M,16325,2009
Aiden,M,16029,2009
Matthew,M,16007,2009
David,M,15455,2009
Joseph,M,14949,2009
Andrew,M,14876,2009
Logan,M,14466,2009
James,M,14221,2009
Benjamin,M,13121,2009
Ryan,M,13120,2009
Elijah,M,12845,2009
Gabriel,M,12833,2009
Christian,M,12654,2009
Samuel,M,12175,2009
Nathan,M,12135,2009
Isabella,F,22935,2010
Sophia,F,20655,2010
Emma,F,17364,2010
Olivia,F,17037,2010
Ava,F,15442,2010
Emily,F,14281,2010
Abigail,F,14257,2010
Madison,F,13194,2010
Chloe,F,11763,2010
Mia,F,10649,2010
Addison,F,10332,2010
Elizabeth,F,10280,2010
Ella,F,9883,2010
Natalie,F,8789,2010
Samantha,F,8410,2010
Alexis,F,8278,2010
Lily,F,7992,2010
Grace,F,7689,2010
Hailey,F,7025,2010
Hannah,F,6998,2010
Alyssa,F,6993,2010
Lillian,F,6957,2010
Avery,F,6677,2010
Leah,F,6543,2010
Nevaeh,F,6441,2010
Jacob,M,22154,2010
Ethan,M,18017,2010
Michael,M,17381,2010
Jayden,M,17200,2010
William,M,17071,2010
Alexander,M,16767,2010
Noah,M,16478,2010
Daniel,M,15865,2010
Aiden,M,15546,2010
Anthony,M,15508,2010
Joshua,M,15463,2010
Mason,M,14857,2010
Christopher,M,14296,2010
